"id","bond_id","trade_price","weight","current_coupon","time_to_maturity","is_callable","reporting_delay","trade_size","trade_type","curve_based_price","received_time_diff_last1","trade_price_last1","trade_size_last1","trade_type_last1","curve_based_price_last1","received_time_diff_last2","trade_price_last2","trade_size_last2","trade_type_last2","curve_based_price_last2","received_time_diff_last3","trade_price_last3","trade_size_last3","trade_type_last3","curve_based_price_last3","received_time_diff_last4","trade_price_last4","trade_size_last4","trade_type_last4","curve_based_price_last4","received_time_diff_last5","trade_price_last5","trade_size_last5","trade_type_last5","curve_based_price_last5","received_time_diff_last6","trade_price_last6","trade_size_last6","trade_type_last6","curve_based_price_last6","received_time_diff_last7","trade_price_last7","trade_size_last7","trade_type_last7","curve_based_price_last7","received_time_diff_last8","trade_price_last8","trade_size_last8","trade_type_last8","curve_based_price_last8","received_time_diff_last9","trade_price_last9","trade_size_last9","trade_type_last9","curve_based_price_last9","received_time_diff_last10","trade_price_last10","trade_size_last10","trade_type_last10","curve_based_price_last10"
29117,995,117.926,3.739262049,5.9,7.656037712,0,95.705,1e+06,3,116.3256244,82843,116.169,15000,2,116.5476327,170208,116.462,5000001,2,116.2274724,253575,116.723,138000,3,116.0705138,512483,115.337,12000,2,115.8252509,1120825,116.643,30000,3,115.5999128,1270272,116.536,6e+05,2,115.576966,1360155,115.744,5000,4,115.9516642,1360158,115.166,5000,2,115.9516642,1380989,119.012,128000,3,116.3164026,1705264,117.468,150000,2,116.4015416
29185,996,119.125,3.713877051,9,7.617376278,0,11.685,215000,4,117.4998355,81722,119.384,5e+05,4,118.0506824,82914,119,50000,4,118.0600113,82914,120.5,50000,3,118.0600113,82916,119,50000,4,118.0600113,88611,118.125,250000,4,117.9888544,88980,118,250000,4,117.8617848,89172,118.125,250000,4,117.8617848,93443,117.875,250000,4,117.7339703,171526,119,5000,4,118.0445978,171526,120.707,5000,3,118.0445978
29339,1010,116.413,0.055117768,5.45,7.562469965,0,647.199,5000001,3,118.5904347,17,116.252,5000001,2,118.5904347,164820,117.695,4e+05,2,119.2663168,258780,119.07,1600000,3,119.45151,691571,118.277,50000,2,118.4387632,766620,118.846,2e+05,3,118.8573776,1201019,118.514,5e+05,2,118.9974691,1458672,119.293,1250000,3,118.7376918,1464533,118.508,2e+06,4,118.6884158,1464715,118.476,2e+06,4,118.6884158,1473336,118.19,5000001,2,118.8318527
29410,1013,101.7426,3.765798239,2.5,0.891425283,0,300.283,1000001,3,101.2949741,84023,101.644,1000001,2,101.2561931,86820,101.646,741000,3,101.2755244,86845,101.646,741000,4,101.2755244,499505,101.57,81000,2,101.3923464,3721410,102.099,1000001,3,101.1937657,3721410,102.099,1000001,3,101.1937657,4150440,100.5,57000,2,101.1814968,4150486,101.801,57000,4,101.1814968,4150486,101.801,57000,2,101.1814968,10972121,102.36,1000001,2,101.0600568
29415,1016,122.85,3.376535056,7.25,7.642065929,0,195.854,5e+05,4,123.0143382,67550,122.571,550000,2,122.6457392,88395,124.53,10000,3,122.7843792,88396,123.283,10000,4,122.7843792,352891,122.526,3950000,3,122.1442892,1210069,122.767,10000,2,121.1494963,1628854,124.622,1e+06,3,122.3981056,2233454,122.762,4e+05,2,122.9465721,3360649,127.321,25000,3,124.0056248,3361282,125.834,25000,4,123.9722032,3525866,124.081,2e+06,2,124.1201138
29495,1020,110.79,5.363112739,6.25,2.652581623,0,5.943,10000,3,110.2397898,170420,111.587,9000,3,110.2094181,170420,110.337,9000,4,110.2094181,170433,110.302,9000,4,110.2094181,172127,110.316,10000,4,110.1976453,174136,110.462,130000,3,110.2101158,181514,110.135,10000,4,110.1209576,181515,110.235,10000,3,110.1209576,187649,110.317,3e+06,2,110.082853,189811,110.187,3500000,3,110.0719085,259324,109.803,35000,4,110.0300611
29865,1022,109.304,0.172350166,5.4,2.584533559,0,176.692,7000,2,108.9902786,175,109.304,7000,4,108.9902786,163377,109.654,3000,2,109.5191537,163377,109.654,3000,4,109.5191537,176214,110.109,20000,3,109.412757,176214,110.009,20000,4,109.412757,176229,110.009,20000,4,109.412757,512517,110.061,10000,2,109.2802049,512517,110.061,10000,4,109.2802049,591047,110.628,2e+05,3,109.3892787,698840,110.003,7e+05,2,109.2062636
29959,1033,105.75,0.23130499,8.25,4.647358996,1,723.697,1e+06,3,105.3999697,316,105.5,1000001,2,105.3999697,7434,105.5,1000001,2,105.1147759,78273,105.75,10000,4,104.081182,78273,105.75,10000,3,104.081182,78273,105.75,10000,4,104.081182,353991,105.25,150000,2,105.7123815,436418,105.5,1e+06,2,105.7670907,520848,105,50000,2,105.3512031,597558,106,781000,3,104.5276319,598704,105.5,389000,3,104.4923074
29998,1037,102.823,3.532246784,5.25,0.653131064,0,18.771,10000,3,102.6877306,73924,102.634,5000001,3,102.7113328,82729,102.773,10000,3,102.7182685,85707,102.773,20000,3,102.718153,85843,102.773,20000,4,102.718153,152887,102.548,750000,2,102.7348359,156158,102.779,25000,4,102.7404813,156158,102.779,25000,3,102.7404813,159091,102.628,158000,2,102.7303966,160941,102.745327,550000,3,102.725878,160941,102.718816,550000,4,102.725878
30260,1050,96.75,8.532955268,7.625,1.724051492,0,1.135,10000,4,96.65535351,431407,94.8,50000,4,96.08356148,431407,94.358,50000,2,96.08356148,431411,95.313,50000,4,96.08356148,944750,93.5,1000001,3,96.10030523,1050303,92.9,27000,4,95.07863266,1050303,93,27000,3,95.07863266,1050311,92.9,27000,4,95.07863266,1050315,92.9,27000,4,95.07863266,1051326,93,20000,3,95.34348893,1051326,92.9,20000,4,95.34348893
30389,1069,108.7,0.018372589,6,4.63623102,0,-3.445,5000,3,105.4183009,1,108.5,5000,4,105.4183009,598555,104.75,20000,4,102.4702497,598560,104.63,20000,2,102.4702497,880600,104.8,1000,3,101.5144799,880600,104,1000,4,101.5144799,880608,104,1000,4,101.5144799,4156893,107.51,15000,4,105.786872,4156893,106.51,15000,2,105.786872,4243429,108.504,50000,3,106.076572,4243430,108.504,50000,4,106.076572
30470,1070,99,7.76558738,1.54,0.639128114,0,0.796,10000,4,99.33310547,357303,98.078,1e+05,4,99.2251698,2416690,99.824,4760000,3,98.49967976,2416718,99.576,4760000,4,98.49967976,2514862,99.95,3e+06,3,98.56088059,2515082,99.6,3e+06,4,98.56088059,3029328,98.2543,2e+05,3,99.02087652,3029329,98.2543,2e+05,4,99.02087652,3098072,98.15,2e+05,2,98.95461586,3101916,98.375,275000,2,98.94726969,3123717,98.2543,2e+05,4,98.87338561
30516,1077,108.764,3.230259663,5.75,2.653324057,0,1.532,125000,4,109.7741754,61824,108.476,5000,2,109.8712702,61824,108.626,5000,4,109.8712702,61824,108.626,5000,4,109.8712702,83781,109.415,1e+06,3,109.7618793,84437,108.996,75000,4,109.7791393,84453,109.036,75000,4,109.7791393,84509,108.924,25000,4,109.7791393,84526,108.884,25000,4,109.7791393,234095,108.437,257000,4,109.2925878,234107,108.397,257000,4,109.2925878
30660,1083,112.491,9.174620694,6.64,7.688784864,0,1.514,55000,2,116.8808647,498729,115.071,349000,2,117.0927281,843587,115.5,10000,3,117.1898327,853398,113,10000,2,117.6277236,858257,114.664,850000,2,116.9303616,950811,116.875,24000,3,118.6294843,1454863,114.5,10000,2,118.6457919,1550118,117.5,20000,3,118.1645718,1626876,117.7,10000,3,117.8702153,1626889,117.7,10000,3,117.877772,1626921,117.7,10000,3,117.877772
30698,1086,129.195,8.490720803,7.95,27.65809735,0,10.893,3000,2,133.5440582,427147,132.697,1e+06,2,134.4084316,518353,133.049,1e+06,4,132.9660928,518998,132.985,1e+06,4,132.8318905,522619,132.927,450000,4,132.74344,528941,132.095,150000,2,132.9543181,613817,132.841,1e+05,3,131.6842435,622766,128.927,5000,4,132.2392466,622766,128.727,5000,2,132.2392466,622932,119.569,5000,3,132.2392466,623548,119.369,5000,4,131.9761638
30749,1089,116.756,3.949529868,8.75,7.655260068,0,87.491,1000001,2,118.8827039,92422,116.901,1000001,3,120.3537541,197507,117.419,275000,3,119.0547396,518346,114.5,1000001,3,120.2098552,536317,115.5,40000,3,119.0319468,536688,115.121,40000,4,119.0319468,538971,115.068,150000,3,119.0406404,604905,115.521,10000,4,121.8649672,604935,115.592,10000,3,121.8649672,608169,119.107,15000,3,122.1619336,624060,114.253,25000,4,118.1464632
30810,1091,117.347,5.167207074,5.875,7.653281524,0,3.858,30000,4,116.267649,158197,117.631,20000,4,116.1363474,158205,117.631,20000,3,116.1363474,169774,115.69,750000,2,116.3677346,319957,116.468,60000,4,115.6217817,319960,116.60967,60000,3,115.6217817,331873,117,20000,4,115.6390521,331939,117,20000,4,115.6390521,331939,117,20000,3,115.6390521,334305,116.391,10000,4,115.6102077,334305,116.391,10000,4,115.6102077
31158,1148,115.104,12.66765725,6,7.707673687,0,10.608,10000,2,116.9131274,950783,113.994,1e+05,2,115.910395,1030165,113.805,210000,2,115.146873,1459555,115.199,988000,4,115.3013145,1551173,115.596,2800000,2,115.2772637,1560121,116.487,612000,4,114.9982266,1560148,116.424,612000,4,114.9982266,1647518,115.5,66000,2,115.5360104,2142486,115.307,5e+06,3,116.2011108,2149301,115.365,5e+06,2,116.3715602,2242624,114.78,1600000,2,115.8678729
31186,1150,120.227,3.676859641,6.55,27.71293525,0,1.989,10000,4,119.4936166,80101,121.723,20000,2,119.922838,80101,121.823,20000,4,119.922838,80824,119.335,20000,3,119.9572714,80851,119.235,20000,4,119.9572714,81789,121.667,10000,4,119.8706765,81789,121.567,10000,2,119.8706765,81955,119.379,10000,3,119.8706765,81974,119.279,10000,4,119.8706765,268070,118.249,975000,3,116.7651738,269534,116.563,2870000,4,116.6818967
31279,1152,102.276,0.504326743,6.175,2.625221561,0,0.847,10000,4,101.6300944,1506,101.484,1080000,3,101.6411367,83949,101.547,8000,2,101.7789172,84466,101.547,8000,4,101.8147502,87223,101.9628,25000,3,101.8187256,87223,101.919,25000,4,101.8187256,87240,101.919,25000,4,101.8187256,93756,102.848,25000,3,101.9542817,93762,101.951,25000,4,101.9542817,95059,102.7036,50000,3,101.9708918,95061,101.939,50000,4,101.9708918
33347,1153,102.879,0.048609303,7.175,7.625191161,0,1.55,245000,4,104.5609877,13,102.879,330000,4,104.5609877,37,102.879,575000,4,104.5609877,1316,103.298,1e+05,4,104.6009586,5807,104.27,330000,4,104.5607864,5842,105.02,330000,3,104.5607864,85942,107.311,5000,4,105.0341394,85942,107.311,5000,3,105.0341394,85943,107.311,5000,4,105.0341394,86228,104.861,5e+06,3,105.0341394,87478,105.515,2e+05,3,105.4426501
34260,1178,106.519,17.55351172,5,3.64191278,0,4.576,15000,2,107.7189998,1825648,107.75,5000,4,106.21532,2057302,107,35000,3,106.3149002,2157829,107.75,10000,4,106.5004752,2157881,107.75,10000,4,106.5004752,2157881,107.9495,10000,3,106.5004752,2157889,107.75,10000,4,106.5004752,2233356,107,35000,3,106.5112831,2233356,107,35000,2,106.5112831,2325319,107.521,15000,4,107.0891168,2325319,106.8,15000,2,107.0891168
34320,1229,114.586,3.921805551,8.8,7.73749152,0,627.436,1860000,2,115.5531927,91129,115.979,4e+05,3,115.9227673,94325,115.766,250000,3,115.783222,173477,115.348,5000001,3,115.0616936,195675,114.471,5e+05,3,114.880029,260951,113.815,5e+05,2,114.8554924,602831,113.321,260000,2,113.9822315,695201,113.545,165000,3,114.3646815,696209,114.796,2025000,3,114.3473406,696410,112.884,165000,4,114.8892803,696423,113.871,5e+06,3,114.8892803
34466,1241,108.374,3.4216944,10,4.738063594,1,0.506,5000,4,107.3221921,69369,107,50000,2,107.0677333,80548,108.367,25000,4,107.2502298,80591,108.467,25000,3,107.2502298,80592,108.367,25000,4,107.2502298,80603,108.367,25000,4,107.2502298,86437,108.351,15000,4,107.250052,86458,108.684333,15000,3,107.250052,86490,108.351,15000,4,107.250052,87463,108,10000,4,107.2958212,87496,108.5,10000,3,107.2958212
34742,1249,116.92,7.641340833,6.55,7.611279051,0,41.861,2500000,2,118.6919671,345961,116.594,3e+06,3,118.2217936,606639,117.201,3e+06,2,119.3402816,1122804,118.938,1500000,2,121.773041,1814149,115.125,15000,2,122.1050762,1814192,115.125,15000,4,122.1050762,1814294,116.67,15000,3,122.1050762,1814395,116,15000,4,122.1050762,2421407,120.185,5000001,3,120.4862889,2943742,120.126,1500000,3,120.5686396,2949751,120.104,1e+05,3,120.4457846
34796,1269,105,0.034371967,7.7,14.28326119,0,1.194,25000,3,104.1911544,6,103.684,15000,3,104.1911544,104,105.045,35000,3,104.1911544,242521,102.778,1e+05,4,104.6820075,244480,102,260000,4,104.4786937,246536,103.888,10000,3,104.5505589,246652,103.888,10000,4,104.5505589,336256,102.5,240000,4,104.3128977,347636,104.75,145000,4,104.2736483,347725,104.15,145000,3,104.2736483,348041,104,145000,4,105.1382606
35004,1282,103.298,0.018372589,4.949,3.206338722,0,1.073,57000,4,102.3389602,1,103.298,57000,3,102.3389602,8379,103.637,50000,3,102.3299897,8379,103.637,40000,3,102.3299897,9464,101.873,5e+05,4,102.3754574,9583,101.391,2e+05,4,102.4494331,9595,101.406,6e+05,4,102.4494331,9609,102.299,2e+05,4,102.4494331,11401,104.5,75000,3,102.5178686,11473,104,25000,3,102.5178686,11544,103.745,1e+05,2,102.5178686
35944,1283,110.906,0.031822258,4,3.655438861,0,9.089,75000,3,110.2991724,5,110.828,75000,4,110.2991724,84294,110.713,3e+05,4,110.3886339,84453,110.789,3e+05,3,110.3886339,85548,110.751,1300000,3,110.3784016,91589,110.55,5000001,2,110.3340583,94266,110.714,160000,3,110.3724293,186814,110.577,2e+05,3,110.2698135,190141,110.717,5000,4,110.2498545,190405,110.3867,108000,4,110.2244358,190409,110.3467,108000,4,110.2244358
36268,1284,134.185,0.018372589,5.85,27.67524561,0,57625.307,1200000,4,132.3653686,1,134.1385,1200000,4,132.3653686,951,126.792,2950000,2,132.2114221,951,126.792,2950000,2,132.2114221,57352,134.201,1200000,4,132.9880201,57588,134.185,1200000,4,132.9880201,68423,126.792,2950000,2,132.0223337,68423,126.792,2950000,2,132.0223337,86148,134.076,2210000,4,131.9676772,86298,134.139,488000,4,131.9676772,86299,134.139,1722000,4,131.9676772
36370,1285,118.527,1.663252163,5,7.655247616,0,1.183,5000001,3,118.5324101,16390,118.424,3000,3,118.2888575,17475,117.129,5000,2,118.2208645,17475,117.129,5000,4,118.2208645,180451,118.593,25000,4,118.3462201,180451,120.093,25000,3,118.3462201,182595,118.754884,97000,3,118.4096035,185424,118.551,1e+05,4,118.37878,185426,119.87,1e+05,3,118.37878,256313,117.75,125000,2,118.4109527,256342,118.236,125000,4,118.4109527
36553,1295,110.688,11.45498167,6,6.721503569,0,1.436,10000,4,111.0217178,777459,109.395,10000,4,108.9405495,777459,110.645,10000,3,108.9405495,777460,109.395,10000,4,108.9405495,1731510,109.748,50000,4,108.4233951,1731512,109.199,50000,2,108.4233951,2000230,110.3,1000,3,107.6826562,2000230,109.5,1000,4,107.6826562,2580379,110.75,25000,4,108.4574051,2580429,110.85,25000,3,108.4574051,2580429,110.75,25000,4,108.4574051
36647,1330,119.519,5.505756513,6.75,27.66627247,0,42.294,130000,2,118.8499446,179606,119.178,70000,2,117.1927763,189436,116.459,195000,4,116.9029324,258332,115.833,4e+05,2,116.1373656,268520,118.257,410000,2,115.816159,610566,115.864,330000,2,114.4245968,700958,116.602,155000,2,115.540076,782186,116.241,2075000,3,114.399428,789209,116.006,2682000,3,114.8996534,790778,113.167,1e+05,4,114.8745994,790787,113.211,1e+05,3,114.8745994
36778,1331,99.5,3.901548167,10,3.657754664,1,69.921,1000001,2,100.0734429,90190,100.5,1000001,3,100.2471505,95955,100.5,1000001,3,100.2693511,95956,100.5,1000001,2,100.2693511,783952,102.765,1000,3,101.0479408,1134354,103,2e+05,3,101.5005512,1140447,102,2e+05,4,101.3739487,1227147,101.875,1000001,3,101.4133615,1227181,101.625,1000001,2,101.4133615,1235698,101.1875,79000,4,101.3069765,1236009,101.25,79000,4,101.3069765
36865,1382,122.795,1.789512844,9.25,7.58684829,0,25.32,110000,4,124.0265532,18973,120.419,2000,3,126.2087271,18975,119.419,2000,4,126.2087271,450324,116.717,2000,4,125.0478054,450326,116.133,2000,2,125.0478054,962344,120,9000,4,124.3468683,1031034,124.645,10000,3,124.1332539,1031037,124.445,10000,4,124.1332539,1042367,133.568,29000,4,123.9614747,1042395,134.968,29000,3,123.9614747,1127733,119.22,10000,4,124.2603168
36940,1420,104.758,0.029049615,6.875,1.56541721,0,0.863,10000,3,104.418928,4,104.658,10000,4,104.418928,137,104.658,24000,4,104.418928,138,104.758,24000,3,104.418928,75921,102.55,34000,4,104.3547782,75921,101.935,34000,2,104.3547782,75923,102.53,34000,4,104.3547782,9168125,104,1000,4,105.6347741,9168168,104,1000,4,105.6347741,9168172,104,1000,4,105.6347741,9168172,104.8,1000,3,105.6347741
36959,1439,111.206,4.107414155,5.375,7.608880864,0,17.076,5e+05,4,109.2539057,99959,111.952,2e+05,3,108.9425784,518241,113.073,20000,3,110.4534177,518241,112.973,20000,4,110.4534177,518252,112.973,20000,4,110.4534177,615487,111.005,55000,2,110.9664527,704112,112.669,5e+05,3,112.0493161,1041946,110.703,350000,2,112.2349468,1639752,112.28,5e+06,2,111.7320238,1641687,112.433,50000,2,111.6496859,2267815,113.2099,50000,4,112.386271
37053,1441,107.34,0.587635719,4.375,2.657906326,0,24.113,5e+05,4,107.4204177,2045,106.373,5e+06,2,107.4231638,104437,107.831,20000,3,107.6443183,114237,108.29,15000,3,107.660589,114238,108.29,15000,4,107.660589,173212,107.861,250000,4,107.6647289,186125,107.646,5000001,2,107.6552839,200629,108.29,15000,4,107.6858199,200653,108.29,15000,4,107.6858199,618860,108.101,350000,3,107.6974128,797291,107.991,2e+06,2,107.6821417
37232,1448,117.25,6.411244003,10.5,2.31337076,0,0.702,1000,4,116.3290851,243541,117.25,80000,3,116.2613448,243882,117.25,80000,4,116.252723,410653,117,5e+05,3,115.9818522,411726,117,2e+06,3,115.9818687,420255,116.73,5e+05,4,115.7973737,433438,115.75,10000,4,115.7552146,433493,115.75,10000,4,115.7552146,509818,116.25,3500000,3,115.606435,510646,116.16,3500000,2,115.6045374,523148,117.619,29000,3,115.6642342
37336,1450,103.346,0.012991383,3.6,1.642081184,0,14.777,10000,4,104.128984,0,103.332,5000,4,104.128984,4,103.36,5000,4,104.128984,13,103.446,10000,3,104.128984,84706,103.335,10000,4,104.1633833,84709,103.335,10000,4,104.1633833,84709,104.085,10000,3,104.1633833,152818,102.761,25000,2,104.1903409,152818,102.761,25000,4,104.1903409,2326035,102.656,5000,4,104.5681728,2326036,102.656,5000,2,104.5681728
37349,1553,109.039,3.314177826,5.5,4.738110578,0,1.81,10000,2,110.052154,65078,111.972,8000,3,110.4692166,65081,110.972,8000,4,110.4692166,74306,109.025,25000,2,110.511543,170704,106,1000,2,109.6733613,603334,109.119,8000,4,109.6998403,603334,108.619,8000,2,109.6998403,603337,109.119,8000,4,109.6998403,678557,111.176,10000,3,110.4003886,678564,110.212,10000,4,110.4003886,774932,108.778,10000,2,109.6525782
37561,1556,107,3.567145994,8.875,5.516123072,1,5.815,450000,2,107.7011189,75392,107.75,1000001,3,108.167371,75460,107.5,1000001,2,108.167371,82595,108,490000,3,108.1732985,83080,108.09,45000,2,108.1732985,151770,108.377,1e+06,3,107.9732372,151783,108.375,1e+06,4,107.9732372,157548,107.5,1000001,2,108.0957774,158757,107.75,1000001,3,108.1802853,502396,108,1000001,3,107.8070648,508385,108,5e+05,3,107.8232221
37648,1560,110.41,13.38447867,5,7.56749833,0,16.676,13000,4,115.3443229,1061431,115.888,2e+05,2,115.5116964,1062404,115.45,150000,3,115.6293588,1136051,115.111,150000,4,116.1684563,1136185,115.048,150000,4,116.1684563,1140368,115.655,1150000,2,116.0828949,1215322,115.142,3e+06,2,116.1802379,1215897,115.467,3e+06,3,115.4109745,1308825,114.141,150000,2,114.8175562,3829340,116.023333,3000,4,115.4076692,3829340,116.290327,3000,3,115.4076692
37660,1595,130.87,0.295678844,6.7,16.73735008,0,36.02,365000,4,130.7709366,517,130.226,15000,3,130.7709366,11798,129.532,50000,4,131.8062061,11799,131.032,50000,3,131.8062061,11803,129.532,50000,4,131.8062061,21961,132.855,40000,3,132.0303672,176764,127.711,1e+05,4,132.3799611,176765,127.072,1e+05,2,132.3799611,444281,129.5,10000,4,131.7082894,444281,129.6,10000,3,131.7082894,444290,129.5,10000,4,131.7082894
37706,1598,119.626,8.310556048,10.25,7.727162266,0,1.786,75000,3,120.5039469,409212,118.725,3500000,2,120.4672726,422845,119.041,515000,2,120.4137904,431586,117.85,2000,3,120.4621841,431913,117.385,2000,4,120.5448209,843721,121.562,20000,3,119.2882586,848939,121.656,10000,3,119.3451919,1017414,121.323,10000,3,118.9513891,1024949,117.442,3000,4,118.8111459,1024949,117.708666,3000,3,118.8111459,1024956,117.442,3000,4,118.8111459
37858,1671,102.75,5.559249255,8.25,3.984489087,0,18.163,1000001,2,103.2169054,183113,103.875,1e+05,3,105.7127804,183141,103.7,1e+05,2,105.7127804,1991814,102.05,1000001,3,104.4230678,1991814,102.05,1000001,2,104.4230678,2423377,102.25,650000,2,105.2179754,2423387,102.25,650000,3,105.2179754,3029231,100.75,2e+05,3,108.7840481,3108974,97.125,1000001,2,108.8624888,3108975,97.125,1000001,3,108.8624888,3806074,96.375,950000,3,109.6046689
37898,1702,102.369,1.63799646,4.25,0.811471811,0,0.984,540000,4,102.4789888,15896,101.929,275000,2,102.5128549,86693,102.046,35000,4,102.5472979,86693,102.046,35000,2,102.5472979,91110,102.654,1e+05,4,102.5430103,91110,102.719,1e+05,3,102.5430103,164653,102.216,540000,2,102.5567796,169152,102.39,1e+05,2,102.5492294,169152,102.39,1e+05,4,102.5492294,615117,102.805,1e+05,4,102.573515,615140,102.93,1e+05,3,102.573515
38018,1703,129.807,5.060022598,8.125,27.74909971,0,71.641,5e+05,3,126.4451334,151702,128.378,195000,3,125.7523976,157057,127.602,360000,2,125.3551016,172085,127.712,1010000,3,125.5700783,237067,126.383,2e+06,3,123.9146331,240097,128.04,4450000,3,123.1799734,258306,125.843,720000,3,123.0367618,319834,124.433,450000,4,123.4032314,321057,123.629,4e+05,2,123.2815293,323409,122.712,30000,2,123.5543214,331399,123.66,38000,4,123.4609742
38371,1709,102.02,3.199310951,4.7,0.680613556,0,-4.111,10000,3,101.7433813,60645,102.02,30000,3,101.7505565,60939,102.02,25000,3,101.7505565,148985,101.25,45000,3,101.7882275,149244,100.5,45000,2,101.7882275,497323,102.311,20000,3,101.8097142,497336,102.184,20000,4,101.8097142,497340,102.182,20000,4,101.8097142,507000,101.2,20000,4,101.8136502,507000,100.947,20000,2,101.8136502,601224,101.43,2e+05,2,101.9603559
38470,1711,103.735,0.031822258,5,2.693684327,0,8.058,6000,4,104.6330974,5,103.7,6000,4,104.6330974,87197,104.894,10000,3,104.681145,87198,103.7,10000,4,104.681145,92014,103.7,25000,3,104.7128317,92020,103.7,25000,4,104.7128317,95383,102,26000,2,104.6905549,97927,102.7,41000,4,104.6755037,97957,102.1,41000,2,104.6755037,268233,104.028,6000,4,105.1043512,268237,104.18067,6000,3,105.1043512
38527,1714,109.594,5.497980114,5.65,2.781426391,0,1.322,25000,4,108.4180672,179099,108.244,350000,3,108.4142733,179208,108.244,350000,4,108.4142733,613065,109.427,25000,4,108.0867973,613118,109.527,25000,3,108.0867973,613120,109.427,25000,4,108.0867973,613994,108.476,50000,3,108.106475,614025,108.476,50000,4,108.106475,691606,107.435,4e+05,2,108.0921308,784502,108.334,1e+06,3,108.0530904,786049,107.235,18000,2,108.0506349
38622,1734,116.875,3.837782825,7.625,7.775721179,0,56.913,1000001,3,116.8161713,87266,117.875,1e+05,3,117.0762702,90795,116.875,1e+05,2,117.0763268,90850,116.875,1e+05,2,117.0763268,94182,116.35,1e+05,2,117.1566903,94362,118.75,1e+05,3,117.0843108,94952,116.5,1e+06,3,117.2159457,95035,116.35,1e+06,4,117.2159457,95283,116.35,5e+05,3,117.2159457,95320,116.32,1000001,4,117.2159457,101965,116.79,1e+05,4,117.2540624
38926,1744,106.625,0.178601982,10.75,4.696167543,1,65.356,1e+05,4,104.2569713,188,107.125,1e+05,4,104.2569713,953669,107,16000,3,104.6052273,1048883,105,16000,4,104.120732,1224529,104,16000,2,104.5601096,1228779,104.25,875000,3,105.0884783,1228799,104,875000,2,105.0884783,1486005,105,1000001,3,104.9389057,1486013,104.75,1000001,2,104.9389057,1744919,104.5,1000001,3,103.7594788,1744919,104.25,1000001,2,103.7594788
38953,1749,114.03,10.67520174,6.875,7.760231655,0,17.522,5e+05,3,112.4805788,675213,112,360000,2,113.1818463,687690,111.5,1000001,3,112.8410437,687906,111.75,4e+05,3,112.8788297,692498,112.5,1e+05,2,112.9227116,845120,113.625,443000,4,115.0939629,847383,113.25,1e+05,4,115.1663808,848294,113.7,1e+05,4,115.1866512,852523,113.25,443000,2,114.9079959,1289371,115.03,625000,3,112.8584806,1289385,115,125000,2,112.8584806
39109,1752,101.595,0.084193782,2,0.901754361,0,21.485,204000,4,101.6089234,41,101.5813,3000,4,101.6089234,105,101.595,201000,4,101.6089234,14570,101.63,8e+05,2,101.6176134,18980,101.61,9e+05,2,101.6148811,93516,101.638,5000001,2,101.6310572,93645,101.576,4550000,2,101.6310572,93707,101.6,4550000,4,101.6310572,105380,101.5996,150000,2,101.6281068,173186,101.611,120000,2,101.6289693,187627,101.638,28000,4,101.6338546
39259,1758,113.997,3.764924184,4.875,8.326990285,0,250.367,6e+05,3,113.7173571,83984,112.464,25000,4,113.5611989,83986,112.288,25000,2,113.5611989,173652,113.085,25000,2,113.2643805,176900,112.297,10000,2,113.306432,182970,114.236,1e+06,3,113.4039695,245730,113.931,20000,3,113.2167088,254503,112.745,40000,2,113.0723468,501152,112.082,5000,4,112.835015,512746,111.994,5000,2,113.0009053,516669,112.435,25000,3,112.9251689
39503,1760,101.739,3.216593914,6.5,4.784840471,0,1.914,10000,4,100.4002081,61302,101.867,20000,3,101.1429169,61303,101.767,20000,4,101.1429169,61912,101.867,30000,4,101.1486112,61912,101.867,30000,2,101.1486112,63976,102.501,40000,3,101.2533167,63986,101.4645,40000,4,101.2533167,65147,101.05,15000,4,101.2438296,65148,102.088,15000,3,101.2438296,67364,102.4814,20000,3,101.1544589,67367,101.465,20000,4,101.1544589
41504,1761,121.599,9.923936781,5.875,28.32979808,0,22.743,820000,2,120.5140167,583521,121.645,2e+05,2,120.2730711,938871,122.94,280000,3,120.9366139,1111864,120.034,515000,2,119.5565493,1119907,122.258,120000,3,120.3334933,1540414,125.116,3e+05,3,125.2878159,1736667,126.703,2e+06,3,127.2240116,1738359,127.721,2e+06,2,127.3092419,2076286,123.873,750000,3,122.7213182,2144806,123.277,5e+05,3,121.4898207,2144990,123.237,5e+05,4,121.626953
41577,1791,119.481,3.389232358,7.5,27.74093805,0,9.629,150000,2,120.8002141,68059,122.521,270000,3,122.1009115,78679,120.613,740000,2,121.1799888,410186,120.226,4e+05,2,121.8856546,579238,123.91,5000001,3,122.479721,579302,124.032,5000001,2,122.479721,585740,121.29,5e+05,3,122.1006497,590108,122.367,2e+06,4,122.2170139,590753,122.43,5000001,4,122.1850036,591213,122.367,3e+06,4,122.0735127,591340,122.367,5e+06,4,122.0735127
41699,1793,113.266,10.03071874,5.05,7.677655544,0,10.773,5000,3,112.7809732,596146,111.521,5000,2,113.8215153,851696,111.848,10000,4,113.608989,953821,112.419,20000,3,113.8603729,958828,111.3,10000,4,114.2112474,958828,111.2,10000,2,114.2112474,1626908,113.008,7e+05,3,113.6886973,1637743,112.36,975000,2,113.6506468,1637799,112.33,1e+06,2,113.6506468,2068557,112.938,4195000,3,114.2948077,2072394,113.754,4195000,2,114.2997805
