spoof,price_level,side,size,L1BidVolume,L1AskVolume,L2BidVolume,L2AskVolume,L3BidVolume,L3AskVolume,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,1,0,0,0,0,1,0,1,1,0.31080413,0.27257684,0.007895917,0.39609444,-0.7228389,0.12042931,0.28576016,0.5083757,0.1215342,0.43922895
0,4,0,0,1,1,3,2,2,3,1.2612009,1.3549454,0.8266176,-0.7973658,1.1564075,-0.66022605,-0.52279043,-0.80387217,1.0824242,-0.66134554
1,1,0,0,0,0,0,1,2,1,0.2908682,0.12129244,-0.06676899,0.54356563,-0.35783872,-0.57271695,0.42446774,0.6636808,0.13118932,0.606187
1,1,0,0,1,0,2,1,2,1,0.37291902,0.26982856,0.0018108636,0.36905223,-0.63960373,0.048248082,0.33812368,0.5371412,0.1461418,0.43921357
1,2,0,0,0,1,0,2,2,0,0.41125566,0.20368335,-0.035300776,0.4393974,0.65019035,-1.9806339,0.40773857,0.5853519,0.27056295,0.56429565
1,1,0,4,3,2,1,0,2,0,-0.75050664,-0.58626014,-0.4297285,1.7436872,-1.244039,-0.7444296,0.43989307,1.0006434,-0.27796033,1.38033
1,1,1,0,0,0,0,0,0,0,0.2069036,0.16843373,-0.1386465,0.63829964,-0.97007203,0.24440858,0.42020148,0.5425561,0.11071238,0.5615635
0,4,0,0,1,1,2,2,3,3,1.2701715,1.2422594,0.8557553,-0.7220705,1.5004592,-1.1622634,-0.48990613,-0.7121818,1.1297934,-0.5508995
1,1,0,0,0,0,0,0,1,0,0.13729286,0.1530996,-0.020095304,0.5662024,-0.7096144,-0.13111705,0.25293234,0.5768261,0.050424516,0.5704904
0,4,1,0,0,0,1,2,3,2,1.3187736,1.3750415,0.52101284,-0.73852706,0.6518002,-0.16402966,-0.16696896,-0.70011306,0.98986614,-0.6570321
1,1,0,1,1,1,1,0,1,0,-0.08851862,-0.032368958,-0.15546481,0.8961718,-0.8934927,-0.23990162,0.3309272,0.6680617,-0.020400673,0.7787213
1,1,0,0,0,0,1,1,1,1,0.27815452,0.24823084,-0.029535428,0.4628777,-0.68165535,-0.017417878,0.31128973,0.5077816,0.12741747,0.474558
1,1,1,1,0,2,2,2,2,3,0.049934506,0.20414475,-0.23052229,0.82527924,-0.9027224,-0.09646931,0.36814195,0.35898134,0.15148199,0.5752588
1,1,1,0,1,0,2,2,1,3,0.16926241,0.13070464,-0.19173606,0.726046,-1.0596399,0.28932396,0.468907,0.55493903,0.106791824,0.60588294
1,1,1,0,0,0,0,0,0,0,0.2069036,0.16843373,-0.1386465,0.63829964,-0.97007203,0.24440858,0.42020148,0.5425561,0.11071238,0.5615635
0,3,1,0,0,0,0,1,1,0,0.7617812,0.9286283,0.0904101,-0.16188599,-0.23016676,0.028790504,0.14096841,-0.16259077,0.47695687,-0.17372198
1,1,1,0,0,0,1,0,0,0,0.20708442,0.16861492,-0.13839151,0.6378782,-0.9696418,0.24419287,0.41996753,0.5424967,0.110731214,0.5613506
1,1,1,4,2,0,0,0,1,1,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
1,2,0,1,0,2,1,3,2,1,-0.028693557,-0.11075157,-0.24944602,1.0253118,0.52174586,-2.49568,0.4763822,0.7074742,0.1511215,0.9307475
1,1,0,0,0,0,1,1,1,0,0.2640717,0.2230686,-0.02674441,0.47748435,-0.6398526,-0.10031679,0.31176186,0.5359777,0.116915196,0.49939328
1,1,1,0,0,0,2,2,1,2,0.18567508,0.14715564,-0.1685874,0.687786,-1.0205857,0.26973948,0.44766992,0.54953974,0.108501285,0.58655834
1,1,1,1,1,0,2,2,2,2,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
0,4,1,0,0,0,0,2,3,1,1.2993333,1.2612072,0.400932,-0.6463995,0.8214593,-0.6167948,0.0038132071,-0.5171793,0.92641264,-0.52745634
1,1,1,0,1,0,1,1,0,1,0.1798208,0.14128768,-0.17684437,0.70143306,-1.034516,0.27672514,0.45524508,0.55146563,0.10789153,0.59345126
0,4,1,0,0,0,1,1,1,3,0.892779,1.2431674,0.4803425,-0.43622315,0.06482866,0.24204913,-0.35373384,-0.70389974,0.78504336,-0.5116234
1,1,0,0,0,0,1,1,1,1,0.27815452,0.24823084,-0.029535428,0.4628777,-0.68165535,-0.017417878,0.31128973,0.5077816,0.12741747,0.474558
1,1,0,1,1,0,0,2,2,1,0.1903314,-0.06113237,-0.28561938,0.8862332,-0.55474603,-0.6067171,0.67794025,0.77356637,0.13363466,0.81364316
0,4,1,0,0,1,1,1,2,2,1.0635849,1.3677213,0.59206516,-0.6353284,0.5706778,-0.22751248,-0.42474192,-0.81028146,0.9121633,-0.63628405
1,2,0,0,0,1,0,2,1,0,0.34568608,0.22594306,-0.0483042,0.47442734,0.47481954,-1.7829666,0.36266273,0.5276153,0.24816275,0.54727256
0,4,1,0,0,0,1,1,0,1,0.8856342,1.1547992,0.23274863,-0.39342558,-0.028127551,0.04107049,-0.04864694,-0.42391664,0.6014571,-0.4006992
1,1,0,2,2,2,0,1,2,1,-0.37147033,-0.38411683,-0.42107725,1.4603182,-0.5920954,-1.3231103,0.5798349,0.88793343,-0.05695209,1.1897748
0,4,1,0,0,1,1,2,3,3,1.2109361,1.367276,0.69926596,-0.6710981,0.9733409,-0.5496136,-0.43661398,-0.86902875,1.0944833,-0.64836067
1,1,1,0,0,0,2,0,1,2,0.2073769,0.16890812,-0.13797893,0.6371963,-0.9689458,0.24384382,0.41958904,0.5424004,0.11076167,0.5610062
0,3,1,0,0,0,1,1,2,1,0.7173333,0.90917903,0.16313103,-0.14843868,-0.24614286,0.09196818,0.04513435,-0.18594232,0.4820691,-0.1646284
0,4,0,0,0,0,1,0,1,1,0.831666,1.0637143,0.45653045,-0.4354663,0.46110332,-0.55133164,-0.2742256,-0.36531463,0.6115699,-0.33306122
1,1,1,1,1,0,3,2,2,1,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
0,4,0,0,0,2,2,3,3,2,0.92850935,0.9097373,0.71645445,-0.3040734,2.0102096,-2.5316305,-0.42463952,-0.44373554,0.9887217,-0.16922887
0,4,1,0,0,1,1,2,2,4,1.1569533,1.4242022,0.7277323,-0.6542709,0.7696615,-0.23352914,-0.535707,-0.9977799,1.1116589,-0.7043451
1,2,1,0,0,0,0,0,0,0,0.35168725,0.35198605,-0.020869493,0.37554857,-0.718407,0.14622208,0.2974996,0.40423563,0.17620268,0.37254825
0,4,1,0,0,0,0,2,2,0,1.2279954,1.2266475,0.24329418,-0.5847851,0.6429449,-0.6203326,0.1375596,-0.40409774,0.7966709,-0.47259253
0,4,0,0,0,0,1,1,2,3,0.98769486,1.1090119,0.65678334,-0.49362957,0.85118407,-0.7136218,-0.40251732,-0.5449782,0.86734843,-0.400562
1,1,1,3,0,0,1,0,0,1,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
0,4,1,0,1,1,2,2,4,3,1.5256908,1.5826364,0.8618611,-1.0066272,1.0635544,-0.13733806,-0.49344736,-1.0383838,1.2695671,-0.89873534
1,1,0,1,1,2,1,1,2,0,-0.15577531,-0.15859658,-0.20622905,1.0429199,-0.27969262,-1.3453069,0.38858294,0.768794,-0.0030240715,0.93743956
0,4,1,0,2,0,3,1,2,2,0.8215542,1.1254556,0.520307,-0.3761797,0.03074155,0.24163035,-0.37679315,-0.5785789,0.7234502,-0.41087437
1,2,0,0,0,0,0,1,0,1,0.3723661,0.41532773,0.0028675795,0.32681948,-0.26805595,-0.5036762,0.23973264,0.32323858,0.2327405,0.33301616
1,1,1,0,2,0,1,1,0,2,0.16340816,0.12483668,-0.19999297,0.73969305,-1.0735703,0.2963095,0.4764821,0.556865,0.10618207,0.61277586
0,3,0,0,1,1,2,2,4,4,1.1348658,1.0044837,0.81148076,-0.4882449,1.2060504,-0.9177108,-0.40050846,-0.49748755,1.0433786,-0.33272225
0,4,0,0,0,1,2,2,3,4,1.0292937,1.1231492,0.87621385,-0.50931054,1.430894,-1.288164,-0.6219769,-0.7137421,1.0708216,-0.42269462
0,4,0,0,0,0,0,0,1,0,0.76929855,0.9164684,0.32803053,-0.2985565,0.6266407,-1.0569069,-0.107595,-0.16054264,0.5291972,-0.16775127
1,1,0,1,1,0,0,1,1,0,0.03429407,-0.027613878,-0.23880161,0.9094892,-0.91045266,-0.16101895,0.5034859,0.68331325,0.05248493,0.77656376
0,4,0,0,1,1,1,1,2,0,1.0517752,1.0497158,0.52700245,-0.5269973,1.2759157,-1.5055486,-0.19498368,-0.32774627,0.7916422,-0.31808877
0,4,1,0,0,0,1,0,1,0,0.8670424,1.0879943,0.24717425,-0.4141298,0.00017104298,-0.038584024,-0.03594975,-0.29027402,0.5240408,-0.34536403
1,1,1,2,0,0,1,0,0,1,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
0,4,0,0,0,0,0,0,1,0,0.76929855,0.9164684,0.32803053,-0.2985565,0.6266407,-1.0569069,-0.107595,-0.16054264,0.5291972,-0.16775127
1,2,0,0,0,1,0,2,1,0,0.34568608,0.22594306,-0.0483042,0.47442734,0.47481954,-1.7829666,0.36266273,0.5276153,0.24816275,0.54727256
0,4,1,0,0,0,1,0,1,1,0.84850675,1.0923465,0.33139643,-0.39727503,0.0055581704,0.048043698,-0.14006674,-0.37143615,0.58160603,-0.35901272
1,1,1,0,0,1,1,2,2,1,0.50598574,0.4890183,-0.06843929,0.29202166,-0.5843112,0.08127907,0.37565166,0.262466,0.30109185,0.25273436
0,3,0,0,1,1,2,2,4,4,1.1348658,1.0044837,0.81148076,-0.4882449,1.2060504,-0.9177108,-0.40050846,-0.49748755,1.0433786,-0.33272225
0,4,0,0,0,0,0,0,1,0,0.76929855,0.9164684,0.32803053,-0.2985565,0.6266407,-1.0569069,-0.107595,-0.16054264,0.5291972,-0.16775127
0,4,1,0,1,0,2,0,0,1,0.73730224,0.9161712,0.27476528,-0.24406518,-0.13206485,0.049563378,-0.05837527,-0.17286858,0.47690845,-0.19002254
0,4,0,0,0,0,0,0,0,0,0.7066381,0.92765164,0.26344478,-0.25933576,0.43554372,-0.90063345,-0.0902683,-0.16837743,0.4729142,-0.16831158
0,2,1,0,1,1,2,2,3,3,0.7695256,0.83104587,0.3384925,-0.084199384,-0.1002951,0.15623572,-0.05693248,-0.2481131,0.65747297,-0.11994986
1,1,0,0,1,0,1,0,0,1,0.28584585,0.24756026,-0.027305529,0.45427537,-0.7822276,0.15021077,0.3180548,0.5165863,0.11893466,0.46861535
0,4,0,0,0,0,1,1,1,2,0.9163568,1.0744522,0.49914557,-0.43201506,0.67266965,-0.7171595,-0.26877087,-0.43189657,0.73760676,-0.34569812
1,1,0,0,1,0,0,1,3,1,0.608528,0.25423414,-0.026119888,0.27703404,-0.13918898,-0.520742,0.5395709,0.6455443,0.25649503,0.45392638
0,4,0,0,0,0,0,1,0,0,0.7826513,0.8926463,0.21300769,-0.23349081,0.65969247,-1.2262723,0.031606212,-0.11404296,0.52549237,-0.12552421
1,1,1,0,1,0,1,1,0,1,0.1798208,0.14128768,-0.17684437,0.70143306,-1.034516,0.27672514,0.45524508,0.55146563,0.10789153,0.59345126
1,1,1,0,0,0,0,0,0,2,0.19003582,0.15152654,-0.162437,0.6776206,-1.0102092,0.26453605,0.44202745,0.5481052,0.10895547,0.58142394
0,4,1,0,1,1,3,2,2,3,1.1608679,1.4783044,0.71063477,-0.73683953,0.5002537,0.16028199,-0.53735936,-0.9887547,1.0366986,-0.7656775
0,4,0,0,2,1,2,2,4,4,1.5910649,1.4416724,1.0859866,-1.0188385,1.7359562,-0.8730135,-0.60800153,-0.9446201,1.3919656,-0.7893925
0,4,0,0,2,0,1,0,0,1,1.057955,1.2410283,0.49591357,-0.64730924,0.36379197,-0.08217916,-0.24592154,-0.5049476,0.72752476,-0.5259335
0,4,0,0,1,0,2,0,2,3,1.0751837,1.3016065,0.78785455,-0.7233621,0.51764506,0.07157835,-0.5724662,-0.73143363,0.8945266,-0.6205367
1,1,1,2,1,0,0,0,0,1,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
1,1,0,1,0,1,2,3,2,1,-0.03360504,-0.1512574,-0.29055297,1.0552074,-0.37250614,-1.1484833,0.56215096,0.7820023,0.06441876,0.9295587
1,1,1,0,1,0,3,1,1,3,0.1802941,0.14176208,-0.17617683,0.7003298,-1.0333898,0.2761604,0.45463264,0.55130994,0.10794082,0.592894
0,4,0,0,0,0,0,1,1,1,0.8539894,0.92720616,0.3706455,-0.29510528,0.8382069,-1.2227346,-0.10214019,-0.22712463,0.65523416,-0.18038811
1,1,1,0,0,0,3,0,2,2,0.2245372,0.18610847,-0.113775864,0.59719354,-0.92811257,0.2233673,0.39738464,0.53675514,0.11254904,0.54080135
1,1,1,4,2,0,1,1,2,1,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
1,1,0,4,4,2,0,3,0,0,-0.4565221,-0.46482748,-0.5018788,1.619032,-0.66847515,-1.3824669,0.64521825,0.9238416,-0.07299909,1.2837205
1,1,1,0,1,0,2,1,1,3,0.18011332,0.14158088,-0.17643179,0.7007512,-1.0338199,0.2763761,0.4548666,0.5513694,0.10792199,0.59310687
0,4,0,0,0,3,2,2,0,3,0.51374996,0.93711483,0.74296826,-0.100044504,1.5301888,-2.1755655,-0.7683305,-0.66865176,0.8529923,-0.16929139
0,1,1,0,1,1,2,2,4,4,0.532614,0.51418686,0.27429026,0.25562304,-0.40445995,0.27579066,0.022638828,0.018270724,0.52627814,0.18280792
1,1,0,4,4,1,0,2,1,1,-0.26096034,-0.2850598,-0.38312185,1.3156775,-0.97553974,-0.5514841,0.57745105,0.83316565,-0.04684457,1.0632337
1,1,0,1,0,0,1,1,1,1,-0.09443492,-0.072623074,-0.23306222,0.9901171,-1.0654174,-0.055822164,0.4315036,0.6906272,-0.012306064,0.8224424
1,1,0,0,0,0,0,0,0,0,0.15762156,0.15139481,-0.032743633,0.56713575,-0.757474,-0.046870857,0.28308135,0.5847351,0.056960136,0.5697545
1,1,1,0,1,0,1,1,1,2,0.18836641,0.14985326,-0.16479154,0.6815122,-1.0141815,0.26652804,0.44418752,0.5486544,0.108781606,0.5833895
0,4,1,0,0,0,3,1,3,2,0.88563323,1.2032089,0.5428958,-0.48286986,0.12633377,0.18679473,-0.3984933,-0.6239253,0.74107575,-0.48721522
1,2,1,0,0,0,1,0,3,1,0.42325926,0.44259164,0.037647173,0.24540564,-0.5936824,0.09743023,0.23662274,0.33616835,0.20840488,0.2791743
0,4,1,0,0,0,1,2,3,3,1.286522,1.3889279,0.6060377,-0.71822274,0.6352877,-0.054570317,-0.28734702,-0.8002078,1.0452865,-0.67838526
1,1,0,1,1,2,3,1,1,1,-0.06705356,0.07325578,-0.12894817,0.8237467,-0.74080986,-0.41072562,0.2538979,0.5389551,0.024136126,0.6872986
1,1,1,1,0,1,1,1,0,2,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
0,4,1,0,0,0,2,1,1,2,0.8542578,1.1413484,0.39035845,-0.3914668,0.0107056275,0.1433849,-0.22720207,-0.5056727,0.6658212,-0.40896827
1,2,1,0,0,0,1,0,0,1,0.28459284,0.24630433,-0.029072776,0.4571963,-0.7852091,0.15170595,0.3196761,0.5169985,0.11880419,0.47009063
1,1,0,0,0,0,1,1,2,2,0.35811123,0.24997422,-0.024720863,0.41367975,-0.54973304,-0.13651788,0.3624236,0.54254407,0.1567742,0.46846873
0,3,1,0,1,0,3,1,0,2,0.48632,0.5602252,0.1058105,0.15974425,-0.5092967,0.14035586,0.14197668,0.16618696,0.30482394,0.16334629
1,1,0,2,3,0,1,0,0,0,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
0,4,1,0,0,0,0,0,0,0,0.8783577,1.1116056,0.20083472,-0.40143138,-0.025028758,-0.032565027,0.0057665408,-0.3158471,0.53500915,-0.3593763
0,4,0,0,1,1,2,2,3,3,1.2701715,1.2422594,0.8557553,-0.7220705,1.5004592,-1.1622634,-0.48990613,-0.7121818,1.1297934,-0.5508995
0,4,0,0,1,2,1,3,4,3,1.1957128,1.0076475,0.9112378,-0.4863251,2.3986611,-2.5881448,-0.49252397,-0.5923181,1.24198,-0.29783607
1,2,0,1,0,1,4,2,3,0,0.26167157,0.2896601,-0.05399832,0.49279362,-0.24371275,-0.73513985,0.2862413,0.41725945,0.1904034,0.46852595
0,4,0,0,1,1,1,1,2,2,1.0691304,1.1412017,0.7131067,-0.57178456,1.2507507,-1.185926,-0.42782325,-0.56957906,0.93855965,-0.42893702
0,4,0,0,0,0,1,1,2,2,0.97901726,1.0632689,0.56373125,-0.47123593,0.8637666,-0.873433,-0.28609753,-0.42406178,0.79388976,-0.34513777
1,1,1,0,1,0,2,1,0,2,0.17156768,0.13301528,-0.18848465,0.72067213,-1.0541544,0.28657314,0.46592414,0.5541807,0.10703191,0.60316867
0,4,1,0,0,0,2,1,1,1,0.87279344,1.136996,0.3061363,-0.40832162,0.0053185597,0.056757152,-0.123085156,-0.4245106,0.608256,-0.39531958
1,1,1,0,0,0,0,0,0,0,0.2069036,0.16843373,-0.1386465,0.63829964,-0.97007203,0.24440858,0.42020148,0.5425561,0.11071238,0.5615635
1,1,0,3,3,3,0,1,1,1,-0.72355056,-0.5683349,-0.5424206,1.8484713,-0.7759588,-1.54996,0.54773295,0.92230976,-0.16519418,1.4098824
1,2,0,0,0,0,0,0,1,1,0.36215943,0.42717084,0.06210544,0.26628613,-0.31811523,-0.3790768,0.16801816,0.33070624,0.19980198,0.3085932
1,1,0,0,1,0,0,1,1,3,0.46466535,0.338283,0.016486183,0.3491461,-0.5522309,0.060982764,0.3465922,0.41348207,0.2701128,0.37447777
0,2,1,0,0,0,1,2,2,3,0.5303568,0.63733745,0.08266906,0.20420511,-0.5285617,0.23900345,0.14916787,-0.009936862,0.43319216,0.10040015
1,1,0,0,0,0,1,1,2,3,0.36776358,0.2920056,0.051046327,0.3926905,-0.5675854,0.009422451,0.2669145,0.43834934,0.21887898,0.4185611
0,2,1,0,0,2,1,2,0,1,0.43286973,0.6777481,-0.0076382607,0.21683668,-0.19062951,-0.5165918,0.1371167,-0.021309324,0.35864288,0.10671882
1,1,1,1,0,0,1,0,3,2,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
0,4,1,0,1,0,0,0,1,0,0.9141679,1.1864164,0.28121662,-0.46064937,0.042201824,0.014731914,-0.09594096,-0.4434951,0.6111129,-0.43801337
0,2,0,0,0,1,1,1,2,2,0.4062875,0.43167764,0.2366884,0.254249,0.24792182,-0.9896085,0.0028136224,0.20532897,0.3738161,0.30077413
0,4,1,0,1,0,1,1,1,3,0.88284755,1.2441225,0.50862294,-0.4211316,0.05812355,0.28332856,-0.39131021,-0.7400559,0.8104584,-0.51526636
1,1,1,3,0,0,1,0,0,0,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
1,2,0,0,0,0,0,0,0,0,0.29252174,0.41825444,0.056687035,0.31288892,-0.4335615,-0.27715397,0.12911817,0.31018764,0.17205894,0.32047892
1,1,1,0,1,0,1,2,2,1,0.28282672,0.26096162,-0.14892097,0.57513136,-0.9033935,0.22862807,0.430739,0.44388103,0.1748325,0.47823858
1,1,0,1,1,0,1,0,2,0,0.19633996,0.16003302,-0.14168672,0.65034693,-0.9729075,0.23334572,0.42028892,0.5477868,0.10632515,0.57063216
1,2,0,0,0,0,0,0,1,1,0.36215943,0.42717084,0.06210544,0.26628613,-0.31811523,-0.3790768,0.16801816,0.33070624,0.19980198,0.3085932
1,1,1,1,0,0,0,0,0,0,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
1,2,1,1,1,0,1,1,0,1,0.17797059,0.16186148,-0.22989346,0.7493752,-1.0931065,0.3224562,0.4953633,0.4991467,0.13711855,0.5848074
1,1,0,1,1,1,1,2,3,0,0.14073092,-0.11173564,-0.24031977,0.89261997,-0.18574646,-1.2061094,0.6159778,0.8295118,0.1123465,0.8718478
0,4,0,0,1,0,1,1,2,3,1.2372502,1.2738652,0.7293769,-0.72878313,0.90816647,-0.4279097,-0.38686633,-0.6643347,0.999779,-0.58419114
1,1,1,1,1,1,2,3,0,1,0.22743529,0.25657445,-0.26162773,0.7218619,-1.0844469,0.35101476,0.5072714,0.3763677,0.20147209,0.5047886
0,4,0,0,1,1,1,1,1,2,1.0064698,1.152385,0.64852095,-0.5325637,1.0596536,-1.0296526,-0.4104966,-0.577414,0.88227654,-0.4294973
0,4,1,0,2,1,2,2,3,3,1.4259813,1.5355986,0.813658,-0.9035697,0.9019204,-0.04793951,-0.48818696,-1.0197718,1.2194014,-0.8443441
0,4,0,0,0,0,1,1,3,2,1.0416777,1.0520856,0.62831694,-0.51045674,1.0548635,-1.0297061,-0.30342418,-0.41622704,0.8501728,-0.3445775
0,4,1,0,0,0,0,0,0,0,0.8783577,1.1116056,0.20083472,-0.40143138,-0.025028758,-0.032565027,0.0057665408,-0.3158471,0.53500915,-0.3593763
1,1,0,0,0,1,1,2,2,0,0.2514745,0.058846176,-0.08070718,0.61048555,0.061220177,-1.2967085,0.43421978,0.7121585,0.14283967,0.6888144
1,1,0,2,3,1,1,1,2,0,0.08424181,-0.033536315,-0.3159446,0.9620511,-0.93452096,-0.14322738,0.62137705,0.6809749,0.09987509,0.7910901
1,2,0,0,0,1,0,2,2,0,0.41125566,0.20368335,-0.035300776,0.4393974,0.65019035,-1.9806339,0.40773857,0.5853519,0.27056295,0.56429565
1,1,0,0,1,0,1,0,0,0,0.29427975,0.25601384,-0.015410274,0.4346149,-0.762159,0.14014706,0.30714178,0.51381177,0.119813114,0.4586851
1,4,1,0,0,0,1,0,1,1,0.84850675,1.0923465,0.33139643,-0.39727503,0.0055581704,0.048043698,-0.14006674,-0.37143615,0.58160603,-0.35901272
0,3,0,0,1,0,0,1,2,2,0.96823907,0.8542838,0.39896452,-0.29643333,0.60078067,-0.6924701,0.0029082894,-0.13178685,0.70124984,-0.14584018
0,4,0,0,2,0,1,0,1,1,1.17357,1.2710614,0.5708851,-0.74177307,0.5599736,-0.17330664,-0.25812697,-0.5240522,0.80714613,-0.56945467
0,4,1,0,0,1,2,1,2,2,1.1120703,1.4651735,0.62649244,-0.7444154,0.4172235,0.1118488,-0.47545624,-0.8914894,0.9187834,-0.74183756
1,1,1,4,1,2,1,0,0,0,-0.4587835,-0.3682657,-0.36988348,1.439537,-1.2233183,-0.37360018,0.47112393,0.8663052,-0.15476605,1.1443099
1,1,1,2,0,0,2,0,0,0,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
1,1,1,0,1,0,2,1,0,3,0.1631338,0.1245617,-0.20037992,0.7403326,-1.074223,0.2966369,0.4768371,0.5569552,0.10615352,0.6130989
0,4,0,0,0,0,2,1,1,2,0.97004664,1.175955,0.53459346,-0.5465313,0.51971495,-0.3713957,-0.31898183,-0.515752,0.7465205,-0.45558387
1,1,1,0,0,0,1,1,0,1,0.18779957,0.14928508,-0.16559102,0.68283355,-1.0155303,0.26720443,0.44492096,0.5488408,0.1087226,0.5840569
0,2,1,0,0,1,0,0,0,0,0.52795696,0.606872,0.051867403,0.11677042,-0.48791578,0.08764818,0.20095575,0.1616965,0.29714477,0.12726843
1,1,1,0,0,1,0,0,2,1,0.34635055,0.34568992,-0.026266754,0.38614696,-0.72881776,0.15075245,0.30281216,0.40822604,0.17440471,0.37928876
0,4,0,0,0,1,0,1,2,2,0.765885,0.87484556,0.60506517,-0.2221147,1.3467228,-1.8174019,-0.39326334,-0.36636734,0.7972152,-0.13542207
0,4,0,0,1,2,3,3,1,1,1.0977561,1.1527171,0.6022724,-0.55290794,1.5446259,-1.7474194,-0.30812645,-0.5417004,0.94404113,-0.40844035
1,1,0,2,2,1,0,0,1,0,-0.34068096,-0.25284654,-0.3535388,1.3158642,-1.1930792,-0.25927556,0.47472078,0.76975167,-0.08878216,1.0283135
1,1,0,2,3,0,1,2,1,1,0.23024005,0.08054778,-0.26179963,0.78107816,-1.0210845,0.21757743,0.61286634,0.62096804,0.14233258,0.65849864
0,4,1,0,0,0,1,1,2,3,0.97217053,1.2983804,0.5574338,-0.5215769,0.20317364,0.21121946,-0.40888447,-0.77300507,0.85899997,-0.5754918
0,4,1,0,2,4,1,2,2,1,1.1517041,1.3559183,0.82410866,-0.65358216,1.9113789,-1.9361544,-0.6272759,-0.9522262,1.1928616,-0.6058411
0,4,1,0,1,0,2,2,3,2,1.2010864,1.3137715,0.5464981,-0.6490736,0.5154105,-0.050393373,-0.24223705,-0.6891855,0.9456959,-0.60014665
1,1,0,0,1,0,1,2,0,1,0.46818817,0.3367402,-0.069842756,0.36653936,-0.5935808,0.02343136,0.43954223,0.4558263,0.23509328,0.38787574
1,2,1,0,1,0,1,0,0,0,0.28639972,0.24899825,-0.02850981,0.45470163,-0.7830427,0.15126309,0.3188231,0.51432073,0.12015042,0.46753722
1,1,1,1,2,1,3,2,1,0,0.12399235,0.08532888,-0.25558543,0.8315762,-1.1673608,0.34334245,0.5274839,0.56983167,0.10207668,0.6591848
1,2,0,1,0,2,1,1,3,0,-0.12844151,-0.09117824,-0.14681937,0.9543398,0.28634083,-2.1362364,0.29516852,0.6983221,0.048639446,0.8915128
1,1,0,0,0,0,0,1,1,0,0.21091151,0.119549066,-0.07158354,0.59276354,-0.489761,-0.45361692,0.37333393,0.62891835,0.10183257,0.6122763
1,1,1,0,0,0,1,1,2,2,0.21332473,0.17486984,-0.12959008,0.62333125,-0.95479286,0.23674658,0.41189295,0.5404438,0.11138114,0.5540031
1,1,0,0,0,0,0,1,1,1,0.22499427,0.14471126,-0.07437451,0.57815695,-0.5315638,-0.37071803,0.3728618,0.6007224,0.11233479,0.58744115
0,1,0,0,1,1,2,1,2,3,0.5115665,0.4714414,0.23586962,0.17762561,-0.33355606,0.042693168,0.07497788,0.20897648,0.37246263,0.22487603
1,1,0,0,0,0,1,0,1,1,0.31080413,0.27257684,0.007895917,0.39609444,-0.7228389,0.12042931,0.28576016,0.5083757,0.1215342,0.43922895
0,3,0,0,2,1,2,2,3,3,1.3130832,1.1347771,0.72643656,-0.661784,1.0845186,-0.6355367,-0.25111115,-0.5037624,1.0460674,-0.4614876
1,2,1,0,0,0,1,0,0,1,0.28459284,0.24630433,-0.029072776,0.4571963,-0.7852091,0.15170595,0.3196761,0.5169985,0.11880419,0.47009063
0,4,0,0,0,0,1,2,2,4,1.0723857,1.1197498,0.6993984,-0.49017835,1.0627503,-0.8794495,-0.3970626,-0.61156017,0.99338543,-0.41319883
1,1,1,4,0,4,1,1,1,1,-1.4262034,-0.94375926,-0.61112547,2.445241,-1.1734498,-1.7976613,0.31845862,1.082959,-0.47588035,1.8160516
1,1,0,0,0,0,1,2,2,2,0.43419185,0.21471238,-0.07635315,0.4396217,-0.32594875,-0.463116,0.48574394,0.5980348,0.20856725,0.51163745
0,1,0,0,0,0,2,0,0,1,0.2940054,0.25573888,-0.015797198,0.4352544,-0.7628117,0.14047441,0.3074968,0.513902,0.119784564,0.4590081
